Record_ID,Employee_ID,Division,AI_Training_Track,Baseline_Skill_Score,Post_Training_Skill_Score,AI_Tool_Class,Use_Case_Name,Academic_Partner,Collaboration_Program,Implementation_Stage,Efficiency_Gain_Pct,Estimated_Value_AED,Adoption_Rate_Pct
REC-0464,EMP-78385,Finance,AI for Leaders,28.3,92.0,Agentic AI Workflows,Automated Audit Reconciliation,None,None,Development,11.5,18600.0,31.2
REC-0465,EMP-50158,Distribution Power,AI for Leaders,20.8,87.9,Predictive Machine Learning,Grid Recloser Optimizer,Heriot-Watt University,Reverse Hackathon,UAT & Testing,24.1,54300.0,39.7
REC-0466,EMP-75417,Power & Water Planning,AI Literacy,10.0,91.4,Predictive Machine Learning,Digital Twin Simulation,None,None,Fully Deployed,36.9,49000.0,73.4
REC-0467,EMP-33289,Business Development & Execution,AI for Leaders,32.4,93.2,Generative AI (LLMs),AI Bid Evaluator,None,None,Development,10.0,72900.0,24.5
REC-0468,EMP-19823,Legal Affairs,AI Literacy,41.2,95.1,Generative AI (LLMs),Contract Compliance Parser,RIT Dubai,Reverse Hackathon,Ideation,4.0,5000.0,0.0
REC-0469,EMP-70160,Legal Affairs,AI Literacy,30.4,72.2,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,Development,16.2,45500.0,1.2
REC-0470,EMP-51975,Transmission Power,Deep Technical & LLMOps,50.4,98.0,Computer Vision,Overhead Line Monitoring,MBZUAI,Joint R&D Lab,UAT & Testing,17.8,29600.0,45.8
REC-0471,EMP-19540,Water & Civil,AI Literacy,29.7,89.5,Computer Vision,Structural Crack Inspection,MBZUAI,Reverse Hackathon,Development,11.7,41000.0,20.0
REC-0472,EMP-26364,Transmission Power,AI Literacy,32.7,81.2,Computer Vision,Overhead Line Monitoring,None,None,UAT & Testing,22.7,199100.0,37.8
REC-0473,EMP-14611,Power & Water Planning,AI Literacy,37.3,82.7,Predictive Machine Learning,Digital Twin Simulation,MBZUAI,Reverse Hackathon,Development,11.5,26200.0,8.8
REC-0474,EMP-37663,Power & Water Planning,Deep Technical & LLMOps,10.0,93.9,Predictive Machine Learning,Smart Load Forecasting,MBZUAI,Joint R&D Lab,UAT & Testing,26.1,94200.0,23.7
REC-0475,EMP-61991,Billing,AI for Leaders,10.4,72.3,Generative AI (LLMs),Generative Bill Explanation,MBZUAI,Reverse Hackathon,Development,15.1,19300.0,15.2
REC-0476,EMP-67679,I&TF,AI for Leaders,13.7,86.3,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Fully Deployed,26.7,108300.0,65.7
REC-0477,EMP-40977,Transmission Power,Deep Technical & LLMOps,24.7,88.6,Computer Vision,Thermal Substations Inspection,None,None,Ideation,3.8,5000.0,0.0
REC-0478,EMP-59115,Transmission Power,Deep Technical & LLMOps,10.0,74.6,Computer Vision,Overhead Line Monitoring,RIT Dubai,Sponsored Capstone,Development,13.8,69600.0,0.7
REC-0479,EMP-98223,I&TF,AI Literacy,18.0,93.8,Generative AI (LLMs),AI Developer Copilot,None,None,UAT & Testing,19.8,56600.0,43.9
REC-0480,EMP-70890,Billing,Deep Technical & LLMOps,37.7,98.3,Predictive Machine Learning,Billing Anomaly Detection,RIT Dubai,Joint R&D Lab,Development,6.2,33400.0,28.1
REC-0481,EMP-76387,Legal Affairs,Deep Technical & LLMOps,39.6,83.8,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,Development,9.1,41700.0,50.6
REC-0482,EMP-28071,I&TF,Deep Technical & LLMOps,10.0,90.9,Generative AI (LLMs),AI Developer Copilot,Heriot-Watt University,Reverse Hackathon,Fully Deployed,33.4,24600.0,84.8
REC-0483,EMP-69275,I&TF,AI Literacy,24.5,87.6,Generative AI (LLMs),AI Developer Copilot,None,None,Fully Deployed,37.3,68100.0,56.5
REC-0484,EMP-82369,Water & Civil,Deep Technical & LLMOps,22.5,85.1,Computer Vision,Reservoir Volumetric AI,None,None,Development,14.7,44000.0,55.6
REC-0485,EMP-21938,Business Development & Execution,AI for Leaders,31.6,99.8,Generative AI (LLMs),AI Bid Evaluator,None,None,Fully Deployed,43.8,104200.0,78.5
REC-0486,EMP-45195,Transmission Power,AI Literacy,17.4,92.1,Computer Vision,Insulator Wear Classifier,MBZUAI,Reverse Hackathon,UAT & Testing,17.2,450800.0,56.0
REC-0487,EMP-14000,Water & Civil,AI for Leaders,30.6,67.7,Computer Vision,Structural Crack Inspection,None,None,Development,10.1,108100.0,8.9
REC-0488,EMP-80588,Power & Water Planning,AI Literacy,11.1,94.4,Predictive Machine Learning,Grid Expansion Planner,MBZUAI,Sponsored Capstone,Optimizing,31.8,165600.0,79.8
REC-0489,EMP-48304,Transmission Power,AI Literacy,10.0,77.5,Computer Vision,Overhead Line Monitoring,None,None,Fully Deployed,21.9,52300.0,89.0
REC-0490,EMP-79449,Distribution Power,Deep Technical & LLMOps,40.1,88.3,Predictive Machine Learning,Grid Recloser Optimizer,RIT Dubai,Joint R&D Lab,Optimizing,32.0,99700.0,93.9
REC-0491,EMP-92986,Billing,AI Literacy,35.2,81.4,Generative AI (LLMs),Generative Bill Explanation,Heriot-Watt University,Joint R&D Lab,Development,11.4,66900.0,23.0
REC-0492,EMP-99643,Legal Affairs,AI for Leaders,39.7,77.9,Generative AI (LLMs),NDA Auto-Review Agent,MBZUAI,Reverse Hackathon,Ideation,6.6,10500.0,0.0
REC-0493,EMP-30764,Water & Civil,Deep Technical & LLMOps,21.5,79.4,Computer Vision,Reservoir Volumetric AI,MBZUAI,Sponsored Capstone,UAT & Testing,23.8,219200.0,59.4
REC-0494,EMP-96027,I&TF,AI Literacy,10.5,80.8,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Fully Deployed,34.1,125200.0,62.4
REC-0495,EMP-48494,Legal Affairs,Deep Technical & LLMOps,10.0,95.9,Generative AI (LLMs),Contract Compliance Parser,None,None,Development,12.0,43300.0,9.6
REC-0496,EMP-13373,Finance,AI Literacy,22.1,92.3,Agentic AI Workflows,Invoice Matcher Agent,None,None,Fully Deployed,34.2,434400.0,66.7
REC-0497,EMP-22161,Distribution Power,AI Literacy,20.7,60.8,Agentic AI Workflows,SCADA Fault Routing,None,None,UAT & Testing,16.8,32800.0,43.0
REC-0498,EMP-37350,Finance,AI for Leaders,26.2,80.5,Predictive Machine Learning,Supplier Risk Analysis,None,None,UAT & Testing,19.7,316100.0,90.6
REC-0499,EMP-35351,Billing,AI Literacy,10.0,83.5,Predictive Machine Learning,Revenue Risk Profiler,RIT Dubai,Sponsored Capstone,Fully Deployed,32.1,219300.0,70.0
REC-0500,EMP-98668,Legal Affairs,AI Literacy,10.0,60.7,Generative AI (LLMs),Regulatory Risk Analyzer,MBZUAI,Sponsored Capstone,Fully Deployed,31.5,1576500.0,97.1
REC-0501,EMP-25305,Finance,Deep Technical & LLMOps,11.9,73.6,Predictive Machine Learning,Supplier Risk Analysis,MBZUAI,Sponsored Capstone,Ideation,4.7,5600.0,0.0
REC-0502,EMP-85353,Legal Affairs,Deep Technical & LLMOps,28.0,98.8,Generative AI (LLMs),NDA Auto-Review Agent,Heriot-Watt University,Sponsored Capstone,Optimizing,28.3,545200.0,83.7
REC-0503,EMP-86797,Water & Civil,AI Literacy,41.6,97.8,Autonomous IoT & Sensors,Autonomous Leak Detection,RIT Dubai,Sponsored Capstone,Development,8.9,43900.0,13.4
REC-0504,EMP-75953,Water & Civil,Deep Technical & LLMOps,11.2,75.8,Computer Vision,Reservoir Volumetric AI,MBZUAI,Joint R&D Lab,Ideation,4.6,8500.0,0.0
REC-0505,EMP-67458,Power & Water Planning,Deep Technical & LLMOps,10.0,81.2,Predictive Machine Learning,Digital Twin Simulation,MBZUAI,Reverse Hackathon,Fully Deployed,35.6,151200.0,82.0
REC-0506,EMP-30358,Distribution Power,Deep Technical & LLMOps,13.9,79.3,Agentic AI Workflows,LV Power Restoration,MBZUAI,Reverse Hackathon,Optimizing,21.6,163700.0,98.1
REC-0507,EMP-13267,Finance,AI for Leaders,60.4,90.5,Agentic AI Workflows,Invoice Matcher Agent,None,None,Fully Deployed,29.0,63500.0,78.3
REC-0508,EMP-92745,Business Development & Execution,AI Literacy,11.3,73.7,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Sponsored Capstone,Fully Deployed,44.4,106600.0,88.1
REC-0509,EMP-99588,I&TF,AI Literacy,27.5,81.3,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Fully Deployed,30.8,151400.0,82.7
REC-0510,EMP-48513,Legal Affairs,Deep Technical & LLMOps,13.1,76.1,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,Optimizing,32.9,105400.0,91.4
REC-0511,EMP-36092,Water & Civil,Deep Technical & LLMOps,14.2,60.7,Computer Vision,Structural Crack Inspection,None,None,Ideation,8.7,15200.0,0.0
REC-0512,EMP-21338,Business Development & Execution,AI Literacy,40.6,92.0,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Joint R&D Lab,Fully Deployed,33.9,93500.0,90.7
REC-0513,EMP-10412,Transmission Power,AI for Leaders,57.4,82.2,Computer Vision,Insulator Wear Classifier,RIT Dubai,Joint R&D Lab,Fully Deployed,34.1,170900.0,81.9
REC-0514,EMP-17543,Transmission Power,Deep Technical & LLMOps,52.5,74.6,Computer Vision,Overhead Line Monitoring,MBZUAI,Sponsored Capstone,Ideation,3.2,12900.0,0.0
REC-0515,EMP-43496,Business Development & Execution,Deep Technical & LLMOps,45.8,94.0,Generative AI (LLMs),AI Bid Evaluator,Heriot-Watt University,Reverse Hackathon,UAT & Testing,21.3,113300.0,52.3
REC-0516,EMP-70692,Transmission Power,Deep Technical & LLMOps,15.0,85.7,Computer Vision,Overhead Line Monitoring,RIT Dubai,Sponsored Capstone,UAT & Testing,19.9,26800.0,60.9
REC-0517,EMP-99084,Distribution Power,Deep Technical & LLMOps,12.4,57.7,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Fully Deployed,37.5,284900.0,86.9
REC-0518,EMP-54425,Water & Civil,AI Literacy,10.0,88.4,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Ideation,7.6,5000.0,0.0
REC-0519,EMP-48756,Power & Water Planning,Deep Technical & LLMOps,33.4,93.3,Predictive Machine Learning,Digital Twin Simulation,None,None,Fully Deployed,32.2,102100.0,74.0
REC-0520,EMP-28888,Legal Affairs,Deep Technical & LLMOps,10.0,40.8,Generative AI (LLMs),NDA Auto-Review Agent,Heriot-Watt University,Joint R&D Lab,Ideation,5.8,5900.0,0.0
REC-0521,EMP-45735,Distribution Power,AI Literacy,47.5,84.7,Agentic AI Workflows,LV Power Restoration,Heriot-Watt University,Sponsored Capstone,UAT & Testing,12.4,83600.0,80.5
REC-0522,EMP-57295,Business Development & Execution,AI for Leaders,10.0,67.2,Generative AI (LLMs),Market Feasibility Generator,None,None,Fully Deployed,18.6,108400.0,88.3
REC-0523,EMP-93042,I&TF,Deep Technical & LLMOps,10.0,82.7,Generative AI (LLMs),Agentic IT Helpdesk,RIT Dubai,Reverse Hackathon,UAT & Testing,24.4,133000.0,52.0
REC-0524,EMP-95999,Power & Water Planning,AI Literacy,46.0,92.6,Predictive Machine Learning,Smart Load Forecasting,None,None,Development,4.5,40900.0,21.3
REC-0525,EMP-27955,Water & Civil,Deep Technical & LLMOps,52.0,91.1,Computer Vision,Reservoir Volumetric AI,None,None,Ideation,5.7,7200.0,0.0
REC-0526,EMP-47841,Transmission Power,Deep Technical & LLMOps,20.7,71.9,Computer Vision,Overhead Line Monitoring,Heriot-Watt University,Reverse Hackathon,Fully Deployed,31.0,28100.0,93.6
REC-0527,EMP-80640,I&TF,Deep Technical & LLMOps,29.2,93.0,Generative AI (LLMs),Agentic IT Helpdesk,RIT Dubai,Joint R&D Lab,Optimizing,39.4,300400.0,73.7
REC-0528,EMP-75510,Water & Civil,AI Literacy,52.3,91.9,Computer Vision,Reservoir Volumetric AI,None,None,Optimizing,31.8,224000.0,96.8
REC-0529,EMP-44911,I&TF,AI Literacy,25.6,72.6,Agentic AI Workflows,Cognitive Cyber Defense,MBZUAI,Sponsored Capstone,Fully Deployed,42.8,248300.0,81.3
REC-0530,EMP-69031,Power & Water Planning,Deep Technical & LLMOps,22.5,94.2,Predictive Machine Learning,Grid Expansion Planner,MBZUAI,Sponsored Capstone,Ideation,4.6,8500.0,0.0
REC-0531,EMP-98726,Distribution Power,AI Literacy,10.0,91.7,Predictive Machine Learning,Grid Recloser Optimizer,MBZUAI,Joint R&D Lab,Development,15.4,52500.0,20.6
REC-0532,EMP-17357,Billing,Deep Technical & LLMOps,17.0,46.1,Generative AI (LLMs),Generative Bill Explanation,RIT Dubai,Sponsored Capstone,Development,7.5,23400.0,11.6
REC-0533,EMP-42479,Business Development & Execution,Deep Technical & LLMOps,10.0,93.6,Generative AI (LLMs),AI Bid Evaluator,None,None,Development,5.1,21800.0,41.8
REC-0534,EMP-71476,Billing,AI Literacy,49.0,87.4,Predictive Machine Learning,Billing Anomaly Detection,None,None,Development,11.9,31500.0,48.2
REC-0535,EMP-54811,I&TF,AI for Leaders,10.0,37.3,Agentic AI Workflows,Cognitive Cyber Defense,RIT Dubai,Joint R&D Lab,Development,7.8,82500.0,14.4
REC-0536,EMP-46208,Power & Water Planning,Deep Technical & LLMOps,63.9,88.9,Predictive Machine Learning,Grid Expansion Planner,None,None,Fully Deployed,31.6,95100.0,83.5
REC-0537,EMP-30150,Power & Water Planning,AI for Leaders,23.5,85.8,Predictive Machine Learning,Smart Load Forecasting,None,None,Development,10.8,37800.0,37.7
REC-0538,EMP-81180,Finance,Deep Technical & LLMOps,25.6,90.5,Agentic AI Workflows,Invoice Matcher Agent,None,None,Fully Deployed,35.6,143800.0,74.9
REC-0539,EMP-53286,I&TF,Deep Technical & LLMOps,53.5,96.5,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Optimizing,25.6,151100.0,70.6
REC-0540,EMP-78450,Distribution Power,Deep Technical & LLMOps,13.8,70.5,Agentic AI Workflows,LV Power Restoration,Heriot-Watt University,Sponsored Capstone,Fully Deployed,34.5,266700.0,77.6
REC-0541,EMP-31352,Billing,Deep Technical & LLMOps,19.6,97.3,Generative AI (LLMs),Generative Bill Explanation,MBZUAI,Reverse Hackathon,Fully Deployed,37.2,65100.0,81.6
REC-0542,EMP-65069,Transmission Power,AI for Leaders,41.8,97.4,Computer Vision,Overhead Line Monitoring,None,None,Fully Deployed,30.8,128300.0,59.3
REC-0543,EMP-24397,Business Development & Execution,Deep Technical & LLMOps,42.8,90.9,Generative AI (LLMs),AI Procurement Sandbox,None,None,Development,13.4,57700.0,39.0
REC-0544,EMP-51555,Transmission Power,Deep Technical & LLMOps,23.3,94.2,Computer Vision,Overhead Line Monitoring,None,None,Ideation,3.0,5000.0,0.0
REC-0545,EMP-56959,Power & Water Planning,Deep Technical & LLMOps,23.2,55.7,Predictive Machine Learning,Grid Expansion Planner,None,None,Ideation,4.2,12200.0,0.0
REC-0546,EMP-10728,I&TF,Deep Technical & LLMOps,55.3,95.3,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Development,8.0,115500.0,4.5
REC-0547,EMP-60517,Power & Water Planning,AI Literacy,16.6,82.9,Predictive Machine Learning,Smart Load Forecasting,Heriot-Watt University,Joint R&D Lab,Fully Deployed,46.0,89500.0,96.5
REC-0548,EMP-76234,Billing,Deep Technical & LLMOps,18.7,77.4,Predictive Machine Learning,Revenue Risk Profiler,RIT Dubai,Sponsored Capstone,Optimizing,39.4,62200.0,86.4
REC-0549,EMP-49954,Legal Affairs,AI Literacy,32.1,85.7,Generative AI (LLMs),NDA Auto-Review Agent,MBZUAI,Sponsored Capstone,Optimizing,42.0,215200.0,75.8
REC-0550,EMP-57280,Water & Civil,AI for Leaders,19.8,48.8,Computer Vision,Structural Crack Inspection,None,None,Ideation,7.4,11400.0,0.0
REC-0551,EMP-89459,I&TF,AI Literacy,17.3,76.2,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Optimizing,28.0,500500.0,81.0
REC-0552,EMP-26779,Distribution Power,Deep Technical & LLMOps,32.8,97.6,Agentic AI Workflows,LV Power Restoration,None,None,Development,7.4,56000.0,6.4
REC-0553,EMP-73932,Transmission Power,Deep Technical & LLMOps,38.3,60.7,Computer Vision,Thermal Substations Inspection,None,None,Fully Deployed,29.5,55700.0,81.5
REC-0554,EMP-82936,Distribution Power,Deep Technical & LLMOps,10.2,91.7,Agentic AI Workflows,SCADA Fault Routing,None,None,Development,13.4,17900.0,7.0
REC-0555,EMP-34466,Power & Water Planning,Deep Technical & LLMOps,23.5,94.4,Predictive Machine Learning,Grid Expansion Planner,None,None,Ideation,4.4,19600.0,0.0
REC-0556,EMP-46939,Billing,Deep Technical & LLMOps,46.3,80.6,Predictive Machine Learning,Billing Anomaly Detection,None,None,Development,5.3,52500.0,32.7
REC-0557,EMP-79896,I&TF,Deep Technical & LLMOps,32.7,90.7,Generative AI (LLMs),Agentic IT Helpdesk,MBZUAI,Sponsored Capstone,Fully Deployed,36.5,113100.0,92.0
REC-0558,EMP-45270,Power & Water Planning,AI for Leaders,25.0,79.3,Predictive Machine Learning,Smart Load Forecasting,None,None,Development,7.2,45300.0,2.7
REC-0559,EMP-69163,Finance,AI for Leaders,30.3,73.7,Predictive Machine Learning,Supplier Risk Analysis,None,None,Development,10.7,56200.0,11.5
REC-0560,EMP-92637,Power & Water Planning,AI Literacy,10.0,80.7,Predictive Machine Learning,Digital Twin Simulation,MBZUAI,Joint R&D Lab,Optimizing,42.5,199500.0,45.1
REC-0561,EMP-61934,Power & Water Planning,Deep Technical & LLMOps,19.0,71.4,Predictive Machine Learning,Digital Twin Simulation,RIT Dubai,Reverse Hackathon,Optimizing,32.3,44400.0,46.1
REC-0562,EMP-74895,Finance,Deep Technical & LLMOps,10.6,77.7,Predictive Machine Learning,Supplier Risk Analysis,None,None,Ideation,7.2,26100.0,0.0
REC-0563,EMP-42307,Water & Civil,AI for Leaders,25.7,92.0,Computer Vision,Reservoir Volumetric AI,MBZUAI,Sponsored Capstone,Fully Deployed,34.1,330800.0,65.6
REC-0564,EMP-64098,Distribution Power,AI Literacy,51.9,88.1,Agentic AI Workflows,SCADA Fault Routing,None,None,Development,9.0,168000.0,24.3
REC-0565,EMP-70921,Transmission Power,Deep Technical & LLMOps,10.0,76.6,Computer Vision,Insulator Wear Classifier,RIT Dubai,Joint R&D Lab,Development,14.2,141200.0,11.1
REC-0566,EMP-15486,Business Development & Execution,AI Literacy,21.5,74.8,Generative AI (LLMs),AI Procurement Sandbox,None,None,UAT & Testing,19.7,246400.0,47.4
REC-0567,EMP-18335,Water & Civil,Deep Technical & LLMOps,12.4,66.0,Computer Vision,Reservoir Volumetric AI,None,None,UAT & Testing,14.1,62800.0,38.8
REC-0568,EMP-96900,Water & Civil,Deep Technical & LLMOps,10.0,92.8,Autonomous IoT & Sensors,Autonomous Leak Detection,Heriot-Watt University,Sponsored Capstone,UAT & Testing,13.4,100500.0,15.8
REC-0569,EMP-99112,Power & Water Planning,AI for Leaders,29.1,91.5,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Reverse Hackathon,UAT & Testing,21.5,200900.0,35.3
REC-0570,EMP-21130,Distribution Power,AI Literacy,10.0,89.0,Agentic AI Workflows,SCADA Fault Routing,None,None,UAT & Testing,28.6,18700.0,22.3
REC-0571,EMP-97508,Transmission Power,Deep Technical & LLMOps,30.7,77.9,Computer Vision,Insulator Wear Classifier,None,None,Fully Deployed,25.5,99400.0,57.0
REC-0572,EMP-70566,Power & Water Planning,Deep Technical & LLMOps,32.4,84.1,Predictive Machine Learning,Smart Load Forecasting,None,None,Fully Deployed,26.3,30300.0,84.8
REC-0573,EMP-76703,Legal Affairs,AI for Leaders,13.8,97.8,Generative AI (LLMs),Contract Compliance Parser,Heriot-Watt University,Reverse Hackathon,UAT & Testing,21.6,98800.0,44.9
REC-0574,EMP-37192,Power & Water Planning,Deep Technical & LLMOps,23.8,87.8,Predictive Machine Learning,Digital Twin Simulation,RIT Dubai,Reverse Hackathon,Ideation,2.4,27200.0,0.0
REC-0575,EMP-11062,I&TF,AI Literacy,67.4,93.9,Agentic AI Workflows,Cognitive Cyber Defense,Heriot-Watt University,Joint R&D Lab,Fully Deployed,46.1,120300.0,89.9
REC-0576,EMP-94076,Transmission Power,Deep Technical & LLMOps,10.0,91.1,Computer Vision,Overhead Line Monitoring,None,None,Fully Deployed,26.8,75100.0,75.1
REC-0577,EMP-99780,Business Development & Execution,Deep Technical & LLMOps,18.1,87.6,Generative AI (LLMs),AI Procurement Sandbox,MBZUAI,Sponsored Capstone,Fully Deployed,29.0,148600.0,70.9
REC-0578,EMP-31545,Transmission Power,Deep Technical & LLMOps,57.3,93.2,Computer Vision,Overhead Line Monitoring,RIT Dubai,Joint R&D Lab,UAT & Testing,16.8,109800.0,42.3
REC-0579,EMP-31689,Business Development & Execution,AI Literacy,30.8,94.2,Generative AI (LLMs),Market Feasibility Generator,MBZUAI,Sponsored Capstone,Development,14.8,58100.0,73.2
REC-0580,EMP-21174,Finance,Deep Technical & LLMOps,35.0,93.5,Agentic AI Workflows,Invoice Matcher Agent,Heriot-Watt University,Joint R&D Lab,Fully Deployed,45.0,44800.0,82.1
REC-0581,EMP-98461,Business Development & Execution,AI for Leaders,50.9,96.4,Generative AI (LLMs),Market Feasibility Generator,None,None,Development,9.9,48000.0,20.8
REC-0582,EMP-19348,Power & Water Planning,AI for Leaders,42.7,90.1,Predictive Machine Learning,Grid Expansion Planner,MBZUAI,Sponsored Capstone,Optimizing,37.2,171600.0,98.2
REC-0583,EMP-33714,Legal Affairs,AI Literacy,29.4,67.6,Generative AI (LLMs),Contract Compliance Parser,None,None,Fully Deployed,24.2,253000.0,77.8
REC-0584,EMP-48102,I&TF,Deep Technical & LLMOps,35.4,92.0,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Development,14.9,37200.0,28.1
REC-0585,EMP-84460,Business Development & Execution,AI Literacy,10.2,84.0,Generative AI (LLMs),Market Feasibility Generator,RIT Dubai,Joint R&D Lab,UAT & Testing,27.0,383200.0,52.2
REC-0586,EMP-99930,I&TF,AI Literacy,19.0,48.0,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Fully Deployed,40.7,126500.0,93.7
REC-0587,EMP-16801,Distribution Power,AI Literacy,51.1,85.3,Agentic AI Workflows,SCADA Fault Routing,None,None,Development,12.4,26900.0,15.6
REC-0588,EMP-82267,I&TF,Deep Technical & LLMOps,52.1,74.0,Generative AI (LLMs),AI Developer Copilot,None,None,UAT & Testing,15.9,35400.0,22.7
REC-0589,EMP-58136,Transmission Power,Deep Technical & LLMOps,25.7,81.9,Computer Vision,Overhead Line Monitoring,RIT Dubai,Sponsored Capstone,Fully Deployed,32.0,78500.0,90.3
REC-0590,EMP-33625,Power & Water Planning,Deep Technical & LLMOps,20.7,78.7,Predictive Machine Learning,Digital Twin Simulation,MBZUAI,Joint R&D Lab,Fully Deployed,30.1,62500.0,74.8
REC-0591,EMP-92873,Power & Water Planning,AI Literacy,10.3,66.7,Predictive Machine Learning,Digital Twin Simulation,MBZUAI,Reverse Hackathon,Development,10.7,34900.0,29.0
REC-0592,EMP-82592,Billing,Deep Technical & LLMOps,34.8,68.9,Predictive Machine Learning,Billing Anomaly Detection,None,None,UAT & Testing,20.8,304400.0,59.6
REC-0593,EMP-87052,Water & Civil,Deep Technical & LLMOps,10.0,94.3,Computer Vision,Reservoir Volumetric AI,None,None,Optimizing,31.6,46100.0,91.3
REC-0594,EMP-54261,Business Development & Execution,Deep Technical & LLMOps,11.2,61.7,Generative AI (LLMs),AI Bid Evaluator,None,None,Optimizing,36.2,48700.0,63.8
REC-0595,EMP-11542,Water & Civil,Deep Technical & LLMOps,29.1,78.4,Autonomous IoT & Sensors,Autonomous Leak Detection,Heriot-Watt University,Joint R&D Lab,Fully Deployed,36.3,98200.0,70.5
REC-0596,EMP-31677,Legal Affairs,AI Literacy,27.1,91.1,Generative AI (LLMs),Contract Compliance Parser,MBZUAI,Reverse Hackathon,Optimizing,31.6,49800.0,91.0
REC-0597,EMP-56732,Finance,Deep Technical & LLMOps,21.2,93.4,Predictive Machine Learning,Supplier Risk Analysis,None,None,UAT & Testing,21.7,36000.0,50.9
REC-0598,EMP-60343,Water & Civil,AI Literacy,19.5,91.0,Computer Vision,Structural Crack Inspection,None,None,UAT & Testing,25.3,103600.0,39.2
REC-0599,EMP-49081,Business Development & Execution,AI for Leaders,10.0,97.8,Generative AI (LLMs),AI Procurement Sandbox,None,None,UAT & Testing,17.9,75700.0,33.1
REC-0600,EMP-72856,Distribution Power,AI Literacy,52.3,74.9,Predictive Machine Learning,Grid Recloser Optimizer,Heriot-Watt University,Reverse Hackathon,Ideation,5.0,14000.0,0.0
REC-0601,EMP-98858,I&TF,AI Literacy,11.4,89.4,Agentic AI Workflows,Cognitive Cyber Defense,Heriot-Watt University,Sponsored Capstone,UAT & Testing,15.9,126700.0,45.1
REC-0602,EMP-29065,Distribution Power,AI for Leaders,28.1,54.9,Predictive Machine Learning,Grid Recloser Optimizer,RIT Dubai,Reverse Hackathon,UAT & Testing,21.9,231200.0,49.2
REC-0603,EMP-93460,Transmission Power,Deep Technical & LLMOps,55.9,88.7,Computer Vision,Overhead Line Monitoring,RIT Dubai,Reverse Hackathon,Fully Deployed,33.2,160400.0,89.5
REC-0604,EMP-98092,Water & Civil,AI for Leaders,38.7,94.5,Computer Vision,Reservoir Volumetric AI,RIT Dubai,Sponsored Capstone,Fully Deployed,34.8,310600.0,81.5
REC-0605,EMP-64693,Legal Affairs,Deep Technical & LLMOps,59.1,84.2,Generative AI (LLMs),Contract Compliance Parser,MBZUAI,Joint R&D Lab,Fully Deployed,26.1,129100.0,68.1
REC-0606,EMP-36962,Legal Affairs,AI for Leaders,10.8,89.5,Generative AI (LLMs),Contract Compliance Parser,Heriot-Watt University,Joint R&D Lab,Development,14.3,54000.0,4.4
REC-0607,EMP-38295,Distribution Power,AI Literacy,16.9,97.3,Agentic AI Workflows,LV Power Restoration,MBZUAI,Reverse Hackathon,Development,12.3,53400.0,11.5
REC-0608,EMP-23807,Water & Civil,Deep Technical & LLMOps,44.8,74.0,Computer Vision,Structural Crack Inspection,RIT Dubai,Joint R&D Lab,Development,15.1,49600.0,31.2
REC-0609,EMP-52348,Transmission Power,AI Literacy,20.0,84.8,Computer Vision,Insulator Wear Classifier,None,None,Fully Deployed,29.4,139600.0,71.1
REC-0610,EMP-36432,Power & Water Planning,AI for Leaders,10.0,76.5,Predictive Machine Learning,Digital Twin Simulation,RIT Dubai,Reverse Hackathon,Development,14.0,169500.0,6.9
REC-0611,EMP-93285,Power & Water Planning,Deep Technical & LLMOps,61.2,92.1,Predictive Machine Learning,Digital Twin Simulation,None,None,UAT & Testing,21.8,138000.0,31.1
REC-0612,EMP-67854,Billing,AI for Leaders,15.7,98.1,Predictive Machine Learning,Billing Anomaly Detection,None,None,Development,16.6,27600.0,15.1
REC-0613,EMP-50262,I&TF,AI Literacy,27.2,72.7,Generative AI (LLMs),AI Developer Copilot,None,None,Fully Deployed,31.3,772200.0,95.3
REC-0614,EMP-47080,Business Development & Execution,AI Literacy,22.9,93.4,Generative AI (LLMs),AI Procurement Sandbox,None,None,Fully Deployed,28.7,87600.0,59.8
REC-0615,EMP-11324,Transmission Power,Deep Technical & LLMOps,25.6,54.0,Computer Vision,Thermal Substations Inspection,MBZUAI,Joint R&D Lab,Fully Deployed,29.0,118000.0,81.1
REC-0616,EMP-45909,Transmission Power,Deep Technical & LLMOps,13.0,52.6,Computer Vision,Thermal Substations Inspection,None,None,Development,8.7,20300.0,50.4
REC-0617,EMP-99339,I&TF,Deep Technical & LLMOps,12.1,95.0,Generative AI (LLMs),Agentic IT Helpdesk,None,None,UAT & Testing,18.0,140200.0,57.2
